locus;location;strand;ATG;end
asr2937;Chr;direct;3575570;3575779
alr2938;Chr;direct;3576003;3576605
asr2939;Chr;direct;3577154;3577360
alr2940;Chr;direct;3577944;3578630
all2941;Chr;comp;3580436;3578718
asl2942;Chr;comp;3580692;3580468
alr2943;Chr;direct;3580794;3581297
alr2944;Chr;direct;3581323;3582045
alr2945;Chr;direct;3582106;3583608
alr2946;Chr;direct;3583851;3584954
alr2947;Chr;direct;3585383;3585814
alr2948;Chr;direct;3586169;3587176
alr2949;Chr;direct;3587522;3589384
all2950;Chr;comp;3590740;3589526
all2951;Chr;comp;3592223;3590670
all2952;Chr;comp;3594762;3592495
asr2953;Chr;direct;3595614;3595853
alr2954;Chr;direct;3595939;3596487
all2955;Chr;comp;3596982;3596590
all2956;Chr;comp;3598654;3597005
alr2957;Chr;direct;3599032;3600624
asr2958;Chr;direct;3600666;3600896
asr2959;Chr;direct;3600932;3601225
all2960;Chr;comp;3602052;3601306
all2961;Chr;comp;3603009;3602089
all2962;Chr;comp;3603298;3602990
all2963;Chr;comp;3604816;3603935
all2964;Chr;comp;3606809;3605481
all2965;Chr;comp;3607569;3607081
alr2966;Chr;direct;3607854;3608690
alr2967;Chr;direct;3608856;3609272
alr2968;Chr;direct;3609625;3610755
all2969;Chr;comp;3612751;3611012
all2970;Chr;comp;3614632;3612905
all2971;Chr;comp;3615088;3614771
alr2972;Chr;direct;3615380;3616027
alr2973;Chr;direct;3616207;3617235
alr2974;Chr;direct;3617251;3617898
alr2975;Chr;direct;3618030;3618602
all2976;Chr;comp;3619359;3618826
all2977;Chr;comp;3619806;3619432
asr2978;Chr;direct;3619937;3620101
alr2979;Chr;direct;3620173;3621135
alr2980;Chr;direct;3621248;3621571
all2981;Chr;comp;3623608;3621686
alr2982;Chr;direct;3623785;3624981
alr2983;Chr;direct;3625025;3625741
alr2984;Chr;direct;3625738;3626454
asr2985;Chr;direct;3626633;3626848
alr2986;Chr;direct;3627154;3629811
alr2987;Chr;direct;3630037;3630960
alr2988;Chr;direct;3630982;3631548
all2989;Chr;comp;3632403;3631555
alr2990;Chr;direct;3632823;3634889
alr2991;Chr;direct;3635083;3636084
all2992;Chr;comp;3636972;3636103
alr2993;Chr;direct;3637156;3637659
asr2994;Chr;direct;3637666;3637938
all2995;Chr;comp;3638795;3638046
all2996;Chr;comp;3639757;3638792
all2997;Chr;comp;3641248;3639854
alr2998;Chr;direct;3641341;3641889
alr2999;Chr;direct;3642344;3644863
all3000;Chr;comp;3646087;3644951
asr3001;Chr;direct;3646362;3646529
asr3002;Chr;direct;3646552;3646779
alr3003;Chr;direct;3646956;3647273
alr3004;Chr;direct;3647270;3647638
asr3005;Chr;direct;3647772;3647990
asr3006;Chr;direct;3648076;3648342
all3007;Chr;comp;3649358;3648603
alr3008;Chr;direct;3649895;3650257
alr3009;Chr;direct;3650459;3651256
all3010;Chr;comp;3653426;3651585
all3011;Chr;comp;3654478;3653702
alr3012;Chr;direct;3654808;3655956
all3013;Chr;comp;3656947;3656204
all3014;Chr;comp;3657459;3657097
alr3015;Chr;direct;3657656;3658009
all3016;Chr;comp;3658664;3658002
alr3017;Chr;direct;3658917;3659939
alr3018;Chr;direct;3660111;3660794
asr3019;Chr;direct;3661406;3661633
alr3020;Chr;direct;3661774;3662766
all3021;Chr;comp;3663788;3663270
all3022;Chr;comp;3664418;3663957
all3023;Chr;comp;3665036;3664542
all3024;Chr;comp;3665668;3665174
asl3025;Chr;comp;3666017;3665742
alr3026;Chr;direct;3666133;3666687
alr3027;Chr;direct;3666671;3668008
all3028;Chr;comp;3669273;3668179
all3029;Chr;comp;3669820;3669440
all3030;Chr;comp;3670318;3669821
all3031;Chr;comp;3672133;3670334
all3032;Chr;comp;3672969;3672376
all3033;Chr;comp;3674503;3673118
all3034;Chr;comp;3675275;3674571
all3035;Chr;comp;3676424;3675564
all3036;Chr;comp;3677180;3676833
alr3037;Chr;direct;3678017;3679207
alr3038;Chr;direct;3679339;3680289
all3039;Chr;comp;3680786;3680427
all3040;Chr;comp;3682118;3680976
all3041;Chr;comp;3685489;3682367
asr3042;Chr;direct;3686003;3686206
asr3043;Chr;direct;3686251;3686454
all3044;Chr;comp;3687125;3686631
all3045;Chr;comp;3688720;3687203
alr3046;Chr;direct;3689051;3689542
all3047;Chr;comp;3690667;3689723
all3048;Chr;comp;3691578;3690925
all3049;Chr;comp;3692242;3691853
alr3050;Chr;direct;3693228;3693983
all3051;Chr;comp;3694524;3694114
alr3052;Chr;direct;3694549;3695355
asr3053;Chr;direct;3695582;3695770
all3054;Chr;comp;3699243;3696127
alr3055;Chr;direct;3699535;3701226
alr3056;Chr;direct;3701406;3702701
alr3057;Chr;direct;3703378;3704592
alr3058;Chr;direct;3704628;3705854
alr3059;Chr;direct;3705960;3708143
alr3060;Chr;direct;3708146;3709555
alr3061;Chr;direct;3709624;3710703
alr3062;Chr;direct;3710770;3711735
alr3063;Chr;direct;3711770;3712762
alr3064;Chr;direct;3712759;3714171
alr3065;Chr;direct;3714158;3715423
alr3066;Chr;direct;3715434;3716564
alr3067;Chr;direct;3716581;3717552
alr3068;Chr;direct;3717602;3718552
alr3069;Chr;direct;3718782;3719963
alr3070;Chr;direct;3719986;3720942
alr3071;Chr;direct;3720982;3721938
alr3072;Chr;direct;3721992;3723263
alr3073;Chr;direct;3723391;3724365
alr3074;Chr;direct;3724431;3725480
all3075;Chr;comp;3726203;3725610
all3076;Chr;comp;3727134;3726394
alr3077;Chr;direct;3727151;3727774
alr3078;Chr;direct;3727905;3728909
alr3079;Chr;direct;3729034;3729597
asr3080;Chr;direct;3729610;3729813
asr3081;Chr;direct;3730015;3730224
asr3082;Chr;direct;3730379;3730633
all3083;Chr;comp;3731979;3730711
all3084;Chr;comp;3732965;3732297
alr3085;Chr;direct;3733322;3734047
alr3086;Chr;direct;3734056;3734538
all3087;Chr;comp;3736268;3734640
alr3088;Chr;direct;3736385;3737548
asr3089;Chr;direct;3737880;3738152
alr3090;Chr;direct;3738323;3739015
alr3091;Chr;direct;3739240;3739968
alr3092;Chr;direct;3740834;3744706
all3093;Chr;comp;3746580;3745060
asl3094;Chr;comp;3746865;3746674
alr3095;Chr;direct;3747036;3748004
alr3096;Chr;direct;3748020;3748979
alr3097;Chr;direct;3749022;3750029
asr3098;Chr;direct;3750606;3750818
alr3099;Chr;direct;3751026;3752270
alr3100;Chr;direct;3752321;3752776
alr3101;Chr;direct;3752848;3753495
alr3102;Chr;direct;3753779;3754318
alr3103;Chr;direct;3754949;3755929
all3104;Chr;comp;3756738;3756274
alr3105;Chr;direct;3757535;3758518
alr3106;Chr;direct;3758745;3759104
all3107;Chr;comp;3760412;3759195
all3108;Chr;comp;3760988;3760608
asr3109;Chr;direct;3761116;3761307
all3110;Chr;comp;3762185;3761376
all3111;Chr;comp;3763559;3762327
asl3112;Chr;comp;3763880;3763635
all3113;Chr;comp;3764646;3764002
all3114;Chr;comp;3766602;3764872
alr3115;Chr;direct;3767071;3770091
all3116;Chr;comp;3770895;3770158
asl3117;Chr;comp;3771387;3771124
all3118;Chr;comp;3772979;3771735
alr3119;Chr;direct;3773445;3775475
alr3120;Chr;direct;3775927;3779787
alr3121;Chr;direct;3779784;3780932
alr3122;Chr;direct;3781216;3781956
alr3123;Chr;direct;3781960;3783345
all3124;Chr;comp;3783761;3783426
alr3125;Chr;direct;3784286;3784999
alr3126;Chr;direct;3785366;3786748
all3127;Chr;comp;3787903;3786995
asl3128;Chr;comp;3788430;3788158
asl3129;Chr;comp;3788823;3788539
all3130;Chr;comp;3789447;3788968
all3131;Chr;comp;3790554;3789946
all3132;Chr;comp;3791696;3790551
asr3133;Chr;direct;3792169;3792444
asr3134;Chr;direct;3792610;3792819
all3135;Chr;comp;3793803;3792889
all3136;Chr;comp;3795479;3794211
asr3137;Chr;direct;3795565;3795813
alr3138;Chr;direct;3796043;3796585
alr3139;Chr;direct;3796703;3797383
alr3140;Chr;direct;3798691;3800058
all3141;Chr;comp;3801417;3800071
alr3142;Chr;direct;3801614;3802120
all3143;Chr;comp;3805352;3802179
all3144;Chr;comp;3806780;3805461
all3145;Chr;comp;3807858;3807490
alr3146;Chr;direct;3808410;3810341
alr3147;Chr;direct;3810379;3810870
all3148;Chr;comp;3811299;3810973
all3149;Chr;comp;3812374;3811415
alr3150;Chr;direct;3812823;3814283
all3151;Chr;comp;3814950;3814342
asl3152;Chr;comp;3815162;3814950
all3153;Chr;comp;3817336;3815210
all3154;Chr;comp;3819099;3817360
alr3155;Chr;direct;3819488;3820522
alr3156;Chr;direct;3820512;3821198
alr3157;Chr;direct;3821607;3823904
alr3158;Chr;direct;3823858;3824304
alr3159;Chr;direct;3824423;3825580
all3160;Chr;comp;3826121;3825606
all3161;Chr;comp;3828270;3826186
alr3162;Chr;direct;3828236;3829342
all3163;Chr;comp;3830414;3829371
asl3164;Chr;comp;3830707;3830411
alr3165;Chr;direct;3831313;3832098
alr3166;Chr;direct;3832115;3832492
all3167;Chr;comp;3833760;3832498
asr3168;Chr;direct;3834137;3834373
all3169;Chr;comp;3836176;3834497
alr3170;Chr;direct;3836736;3839801
all3171;Chr;comp;3841744;3840824
alr3172;Chr;direct;3841898;3842299
all3173;Chr;comp;3842791;3842360
all3174;Chr;comp;3843465;3842920
alr3175;Chr;direct;3843828;3844622
alr3176;Chr;direct;3844812;3845753
alr3177;Chr;direct;3845774;3846715
alr3178;Chr;direct;3846744;3847307
all3179;Chr;comp;3848193;3847390
all3180;Chr;comp;3850648;3848276
all3181;Chr;comp;3851751;3850783
alr3182;Chr;direct;3851949;3852686
alr3183;Chr;direct;3852775;3853236
all3184;Chr;comp;3853986;3853345
alr3185;Chr;direct;3854572;3855237
all3186;Chr;comp;3855986;3855582
alr3187;Chr;direct;3856114;3857619
alr3188;Chr;direct;3857710;3858510
alr3189;Chr;direct;3858986;3859762
asl3190;Chr;comp;3860099;3859947
all3191;Chr;comp;3860882;3860358
asl3192;Chr;comp;3861497;3861207
all3193;Chr;comp;3862067;3861546
all3194;Chr;comp;3862840;3862139
alr3195;Chr;direct;3862938;3863675
asl3196;Chr;comp;3864037;3863810
all3197;Chr;comp;3864960;3864400
all3198;Chr;comp;3865718;3864972
alr3199;Chr;direct;3865979;3867034
alr3200;Chr;direct;3867299;3867904
alr3201;Chr;direct;3868025;3868711
alr3202;Chr;direct;3868874;3869743
alr3203;Chr;direct;3869865;3870353
alr3204;Chr;direct;3870365;3870745
all3205;Chr;comp;3872244;3870802
all3206;Chr;comp;3874204;3872678
all3207;Chr;comp;3875864;3874260
all3208;Chr;comp;3877382;3876198
all3209;Chr;comp;3878947;3877463
alr3210;Chr;direct;3879025;3880230
all3211;Chr;comp;3880755;3880315
asl3212;Chr;comp;3880997;3880755
alr3213;Chr;direct;3881196;3882269
alr3214;Chr;direct;3882226;3882705
alr3215;Chr;direct;3882932;3883681
alr3216;Chr;direct;3883681;3884472
asr3217;Chr;direct;3884776;3884991
asr3218;Chr;direct;3885158;3885316
alr3219;Chr;direct;3885533;3885844
all3220;Chr;comp;3887806;3886139
all3221;Chr;comp;3888987;3888469
alr3222;Chr;direct;3889383;3889973
all3223;Chr;comp;3891022;3890297
alr3224;Chr;direct;3891088;3892542
alr3225;Chr;direct;3892626;3895586
all3226;Chr;comp;3898192;3896360
all3227;Chr;comp;3898589;3898194
alr3228;Chr;direct;3898719;3899459
alr3229;Chr;direct;3900028;3900843
alr3230;Chr;direct;3900913;3901866
alr3231;Chr;direct;3901870;3902187
all3232;Chr;comp;3903154;3902261
alr3233;Chr;direct;3904984;3907131
alr3234;Chr;direct;3907217;3907585
alr3235;Chr;direct;3907782;3908627
asl3236;Chr;comp;3909049;3908825
all3237;Chr;comp;3909592;3909122
alr3238;Chr;direct;3910902;3911306
all3239;Chr;comp;3911691;3911269
alr3240;Chr;direct;3912261;3913298
alr3241;Chr;direct;3913323;3914102
alr3242;Chr;direct;3914423;3917056
alr3243;Chr;direct;3917068;3917955
all3244;Chr;comp;3919338;3918154
all3245;Chr;comp;3922362;3919375
alr3246;Chr;direct;3923024;3923482
alr3247;Chr;direct;3923728;3924066
alr3248;Chr;direct;3924418;3925329
asr3249;Chr;direct;3925341;3925622
asr3250;Chr;direct;3925728;3925937
alr3251;Chr;direct;3925959;3926774
alr3252;Chr;direct;3926771;3927790
asl3253;Chr;comp;3928091;3927810
all3254;Chr;comp;3928537;3928100
all3255;Chr;comp;3929405;3928743
all3256;Chr;comp;3930653;3929847
all3257;Chr;comp;3931305;3930664
alr3258;Chr;direct;3931507;3932202
all3259;Chr;comp;3932907;3932281
alr3260;Chr;direct;3933567;3934283
asl3261;Chr;comp;3934775;3934578
asl3262;Chr;comp;3934911;3934759
all3263;Chr;comp;3936176;3935526
asl3264;Chr;comp;3936458;3936264
alr3265;Chr;direct;3936630;3937865
asr3266;Chr;direct;3937873;3938109
all3267;Chr;comp;3938685;3938200
alr3268;Chr;direct;3939114;3940688
alr3269;Chr;direct;3940925;3941629
all3270;Chr;comp;3942774;3941773
all3271;Chr;comp;3944132;3943014
all3272;Chr;comp;3945551;3944478
alr3273;Chr;direct;3945975;3947081
all3274;Chr;comp;3948058;3947177
all3275;Chr;comp;3950740;3948071
alr3276;Chr;direct;3951174;3952112
alr3277;Chr;direct;3952241;3952780
all3278;Chr;comp;3953669;3952851
asr3279;Chr;direct;3953900;3954094
alr3280;Chr;direct;3954895;3955551
alr3281;Chr;direct;3955707;3956312
all3282;Chr;comp;3956776;3956309
alr3283;Chr;direct;3956864;3959482
all3284;Chr;comp;3960117;3959686
alr3285;Chr;direct;3960134;3961057
all3286;Chr;comp;3962063;3961191
alr3287;Chr;direct;3962731;3963303
all3288;Chr;comp;3966462;3963307
all3289;Chr;comp;3970399;3966530
all3290;Chr;comp;3971925;3970396
all3291;Chr;comp;3972629;3972087
all3292;Chr;comp;3975295;3972716
alr3293;Chr;direct;3975897;3977201
asr3294;Chr;direct;3977275;3977550
all3295;Chr;comp;3977971;3977627
alr3296;Chr;direct;3978123;3979160
alr3297;Chr;direct;3979394;3980023
all3298;Chr;comp;3980563;3980069
asr3299;Chr;direct;3980635;3980922
alr3300;Chr;direct;3981209;3982285
alr3301;Chr;direct;3982489;3983322
alr3302;Chr;direct;3983334;3984041
alr3303;Chr;direct;3984035;3985021
alr3304;Chr;direct;3985044;3986426
all3305;Chr;comp;3988862;3987372
all3306;Chr;comp;3989846;3989088
alr3307;Chr;direct;3990177;3991358
asr3308;Chr;direct;3991422;3991718
asr3309;Chr;direct;3991780;3991965
all3310;Chr;comp;3994095;3991999
alr3311;Chr;direct;3994744;3998766
alr3312;Chr;direct;3998809;3999129
all3313;Chr;comp;4000866;3999184
all3314;Chr;comp;4005311;4000881
all3315;Chr;comp;4009388;4005381
all3316;Chr;comp;4009953;4009489
all3317;Chr;comp;4013651;4009956
all3318;Chr;comp;4014149;4013700
all3319;Chr;comp;4014453;4014151
all3320;Chr;comp;4016308;4014539
all3321;Chr;comp;4017009;4016305
asl3322;Chr;comp;4017350;4017198
all3323;Chr;comp;4017902;4017399
all3324;Chr;comp;4018345;4017914
all3325;Chr;comp;4019914;4018460
all3326;Chr;comp;4021131;4019932
all3327;Chr;comp;4021818;4021240
all3328;Chr;comp;4023059;4022295
all3329;Chr;comp;4024518;4023220
alr3330;Chr;direct;4025223;4025597
alr3331;Chr;direct;4025732;4027900
all3332;Chr;comp;4028865;4028245
all3333;Chr;comp;4030145;4028862
all3334;Chr;comp;4031024;4030233
all3335;Chr;comp;4031913;4031092
alr3336;Chr;direct;4032027;4032911
alr3337;Chr;direct;4033203;4033550
alr3338;Chr;direct;4033727;4035076
alr3339;Chr;direct;4035126;4036433
alr3340;Chr;direct;4036436;4036909
all3341;Chr;comp;4037922;4037017
asr3342;Chr;direct;4038359;4038613
alr3343;Chr;direct;4038834;4040084
alr3344;Chr;direct;4040456;4042468
alr3345;Chr;direct;4042803;4043825
all3346;Chr;comp;4048205;4043919
all3347;Chr;comp;4050432;4048537
all3348;Chr;comp;4051174;4050503
all3349;Chr;comp;4052128;4051424
alr3350;Chr;direct;4052475;4053392
alr3351;Chr;direct;4054079;4055218
alr3352;Chr;direct;4055406;4055867
alr3353;Chr;direct;4056687;4058969
all3354;Chr;comp;4059951;4059043
alr3355;Chr;direct;4060270;4061454
alr3356;Chr;direct;4061957;4062496
alr3357;Chr;direct;4062533;4063747
alr3358;Chr;direct;4064099;4064977
all3359;Chr;comp;4066285;4065023
asl3360;Chr;comp;4066476;4066309
alr3361;Chr;direct;4067127;4068179
alr3362;Chr;direct;4068269;4069027
alr3363;Chr;direct;4069077;4070567
alr3364;Chr;direct;4071005;4072570
alr3365;Chr;direct;4072818;4073816
alr3366;Chr;direct;4073883;4074275
all3367;Chr;comp;4077014;4074663
asr3368;Chr;direct;4077406;4077633
asr3369;Chr;direct;4078644;4078826
alr3370;Chr;direct;4078966;4080255
all3371;Chr;comp;4080974;4080573
alr3372;Chr;direct;4081021;4082145
all3373;Chr;comp;4082707;4082294
all3374;Chr;comp;4083931;4082801
all3375;Chr;comp;4086891;4084018
alr3376;Chr;direct;4087237;4088916
alr3377;Chr;direct;4089082;4089729
all3378;Chr;comp;4090772;4089834
alr3379;Chr;direct;4090779;4091483
alr3380;Chr;direct;4091498;4092511
alr3381;Chr;direct;4092717;4093826
alr3382;Chr;direct;4093990;4094496
asl3383;Chr;comp;4094695;4094498
alr3384;Chr;direct;4095152;4096045
alr3385;Chr;direct;4096227;4097414
alr3386;Chr;direct;4097421;4097804
asr3387;Chr;direct;4098040;4098297
alr3388;Chr;direct;4098417;4098725
asr3389;Chr;direct;4098781;4099008
asr3390;Chr;direct;4099048;4099266
all3391;Chr;comp;4099815;4099345
all3392;Chr;comp;4100932;4099892
alr3393;Chr;direct;4101132;4102076
alr3394;Chr;direct;4102124;4102639
alr3395;Chr;direct;4102742;4104037
all3396;Chr;comp;4104446;4104126
alr3397;Chr;direct;4105145;4107472
all3398;Chr;comp;4108860;4107685
alr3399;Chr;direct;4109113;4109937
alr3400;Chr;direct;4110317;4111486
all3401;Chr;comp;4113591;4111552
alr3402;Chr;direct;4113842;4114195
all3403;Chr;comp;4115011;4114289
all3404;Chr;comp;4115780;4115430
asr3405;Chr;direct;4115971;4116132
alr3406;Chr;direct;4116263;4117654
alr3407;Chr;direct;4117665;4118270
all3408;Chr;comp;4119755;4118352
asl3409;Chr;comp;4120045;4119752
all3410;Chr;comp;4121320;4120085
alr3411;Chr;direct;4121927;4122499
asr3412;Chr;direct;4122646;4122780
alr3413;Chr;direct;4122806;4123228
alr3414;Chr;direct;4123215;4123598
alr3415;Chr;direct;4123813;4124955
alr3416;Chr;direct;4124959;4125477
alr3417;Chr;direct;4125639;4126148
all3418;Chr;comp;4127747;4126272
alr3419;Chr;direct;4128039;4128725
all3420;Chr;comp;4130018;4128765
alr3421;Chr;direct;4130387;4131034
alr3422;Chr;direct;4131205;4131687
alr3423;Chr;direct;4132013;4132456
alr3424;Chr;direct;4132791;4133795
alr3425;Chr;direct;4133859;4135025
alr3426;Chr;direct;4135102;4135473
asr3427;Chr;direct;4135556;4135753
alr3428;Chr;direct;4135780;4136136
alr3429;Chr;direct;4136149;4136964
alr3430;Chr;direct;4137079;4137603
alr3431;Chr;direct;4137723;4139705
all3432;Chr;comp;4140553;4139777
all3433;Chr;comp;4141510;4140578
alr3434;Chr;direct;4141666;4142568
all3435;Chr;comp;4143263;4142583
all3436;Chr;comp;4143706;4143377
alr3437;Chr;direct;4143832;4146207
asl3438;Chr;comp;4146445;4146239
all3439;Chr;comp;4146827;4146450
asl3440;Chr;comp;4147054;4146845
alr3441;Chr;direct;4147164;4148690
alr3442;Chr;direct;4149012;4151609
alr3443;Chr;direct;4151646;4153790
alr3444;Chr;direct;4153860;4154849
alr3445;Chr;direct;4154866;4155423
all3446;Chr;comp;4155948;4155565
all3447;Chr;comp;4156677;4156090
alr3448;Chr;direct;4157106;4158062
alr3449;Chr;direct;4158067;4158534
alr3450;Chr;direct;4158588;4160141
alr3451;Chr;direct;4160341;4162437
alr3452;Chr;direct;4162444;4163691
alr3453;Chr;direct;4163726;4164418
alr3454;Chr;direct;4164528;4165853
alr3455;Chr;direct;4165934;4167034
alr3456;Chr;direct;4167080;4167886
asr3457;Chr;direct;4167919;4168212
all3458;Chr;comp;4168822;4168304
all3459;Chr;comp;4170225;4168951
alr3460;Chr;direct;4171067;4172095
all3461;Chr;comp;4172446;4172078
all3462;Chr;comp;4173573;4172791
asr3463;Chr;direct;4173933;4174178
alr3464;Chr;direct;4174749;4176374
all3465;Chr;comp;4179891;4176532
alr3466;Chr;direct;4180805;4185385
asr3467;Chr;direct;4185693;4185956
asr3468;Chr;direct;4186153;4186404
alr3469;Chr;direct;4186401;4186787
asl3470;Chr;comp;4187041;4186856
alr3471;Chr;direct;4187146;4189311
alr3472;Chr;direct;4189385;4191058
alr3473;Chr;direct;4191316;4193646
alr3474;Chr;direct;4193672;4194664
alr3475;Chr;direct;4194672;4196114
alr3476;Chr;direct;4196104;4196403
alr3477;Chr;direct;4196580;4197731
asr3478;Chr;direct;4197876;4198145
alr3479;Chr;direct;4198145;4198594
asl3480;Chr;comp;4199021;4198806
alr3481;Chr;direct;4199139;4199696
alr3482;Chr;direct;4199693;4200025
asr3483;Chr;direct;4200149;4200343
asr3484;Chr;direct;4200467;4200658
alr3485;Chr;direct;4200811;4201431
alr3486;Chr;direct;4201526;4201909
all3487;Chr;comp;4202767;4202000
all3488;Chr;comp;4204019;4203144
all3489;Chr;comp;4204504;4204205
alr3490;Chr;direct;4204678;4205958
alr3491;Chr;direct;4205955;4206995
alr3492;Chr;direct;4207010;4208254
alr3493;Chr;direct;4208281;4208820
alr3494;Chr;direct;4209069;4209824
alr3495;Chr;direct;4209923;4210762
alr3496;Chr;direct;4210972;4211316
alr3497;Chr;direct;4211334;4212392
asr3498;Chr;direct;4212846;4213049
all3499;Chr;comp;4213886;4213299
all3500;Chr;comp;4217112;4214035
asl3501;Chr;comp;4217707;4217441
all3502;Chr;comp;4218492;4217758
all3503;Chr;comp;4219882;4218695
alr3504;Chr;direct;4220669;4221592
alr3505;Chr;direct;4222175;4226074
alr3506;Chr;direct;4226612;4227592
alr3507;Chr;direct;4227636;4228220
alr3508;Chr;direct;4228299;4228637
all3509;Chr;comp;4229617;4228667
alr3510;Chr;direct;4230076;4231353
alr3511;Chr;direct;4231592;4233451
alr3512;Chr;direct;4233568;4233933
alr3513;Chr;direct;4234048;4234482
alr3514;Chr;direct;4234502;4235404
all3515;Chr;comp;4236538;4235624
all3516;Chr;comp;4239269;4237056
asl3517;Chr;comp;4239776;4239597
asl3518;Chr;comp;4240013;4239858
all3519;Chr;comp;4242020;4240062
all3520;Chr;comp;4242729;4242265
all3521;Chr;comp;4243088;4242750
alr3522;Chr;direct;4243164;4244798
asl3523;Chr;comp;4245089;4244856
alr3524;Chr;direct;4245251;4247365
alr3525;Chr;direct;4247375;4248652
all3526;Chr;comp;4250031;4248850
alr3527;Chr;direct;4250312;4251211
alr3528;Chr;direct;4251208;4251936
alr3529;Chr;direct;4252227;4252802
all3530;Chr;comp;4254141;4252882
all3531;Chr;comp;4255223;4254177
all3532;Chr;comp;4256259;4255207
alr3533;Chr;direct;4256531;4257085
all3534;Chr;comp;4258870;4257149
alr3535;Chr;direct;4259025;4259495
all3536;Chr;comp;4261441;4259678
alr3537;Chr;direct;4261776;4262834
all3538;Chr;comp;4264231;4262942
alr3539;Chr;direct;4264496;4265338
all3540;Chr;comp;4266245;4265400
all3541;Chr;comp;4267889;4266255
all3542;Chr;comp;4268481;4268050
alr3543;Chr;direct;4268608;4270455
asr3544;Chr;direct;4270537;4270770
all3545;Chr;comp;4271146;4270829
alr3546;Chr;direct;4273569;4275908
alr3547;Chr;direct;4276128;4277504
alr3548;Chr;direct;4277589;4278044
all3549;Chr;comp;4278533;4278054
all3550;Chr;comp;4279224;4278598
all3551;Chr;comp;4280533;4279463
all3552;Chr;comp;4282390;4280738
alr3553;Chr;direct;4282783;4283655
alr3554;Chr;direct;4284082;4284684
all3555;Chr;comp;4287068;4285425
all3556;Chr;comp;4288521;4287154
all3557;Chr;comp;4294062;4288648
all3558;Chr;comp;4297001;4294476
all3559;Chr;comp;4298298;4297456
asl3560;Chr;comp;4298531;4298379
alr3561;Chr;direct;4298709;4300631
alr3562;Chr;direct;4300923;4302344
all3563;Chr;comp;4304216;4302339
all3564;Chr;comp;4305720;4304335
alr3565;Chr;direct;4306105;4307160
all3566;Chr;comp;4308383;4307340
all3567;Chr;comp;4310515;4308470
all3568;Chr;comp;4311540;4310641
all3569;Chr;comp;4311935;4311552
all3570;Chr;comp;4312607;4312098
alr3571;Chr;direct;4314100;4315062
all3572;Chr;comp;4316519;4315437
alr3573;Chr;direct;4316746;4317765
all3574;Chr;comp;4318601;4317756
all3575;Chr;comp;4319470;4318673
alr3576;Chr;direct;4319563;4320540
alr3577;Chr;direct;4320900;4321250
all3578;Chr;comp;4324058;4321425
all3579;Chr;comp;4324710;4324243
all3580;Chr;comp;4325945;4324782
all3581;Chr;comp;4327300;4326071
all3582;Chr;comp;4328292;4327699
alr3583;Chr;direct;4328478;4329119
alr3584;Chr;direct;4329217;4330290
all3585;Chr;comp;4331148;4330312
all3586;Chr;comp;4331945;4331466
all3587;Chr;comp;4333564;4332137
alr3588;Chr;direct;4334541;4337267
alr3589;Chr;direct;4337442;4338047
alr3590;Chr;direct;4338377;4338940
alr3591;Chr;direct;4338991;4339950
alr3592;Chr;direct;4340050;4343151
alr3593;Chr;direct;4343264;4345474
alr3594;Chr;direct;4345627;4346043
asl3595;Chr;comp;4346346;4346164
alr3596;Chr;direct;4346515;4347093
asl3597;Chr;comp;4347366;4347106
asr3598;Chr;direct;4347990;4348145
alr3599;Chr;direct;4348228;4349262
all3600;Chr;comp;4350519;4349314
alr3601;Chr;direct;4350644;4352140
alr3602;Chr;direct;4352736;4354787
alr3603;Chr;direct;4354830;4355282
all3604;Chr;comp;4355890;4355339
asr3605;Chr;direct;4356055;4356213
alr3606;Chr;direct;4356210;4357502
alr3607;Chr;direct;4357616;4358314
alr3608;Chr;direct;4358563;4360221
asl3609;Chr;comp;4360868;4360602
alr3610;Chr;direct;4361124;4361507
alr3611;Chr;direct;4361477;4361917
asr3612;Chr;direct;4362509;4362694
all3613;Chr;comp;4364971;4363025
alr3614;Chr;direct;4364973;4365479
all3615;Chr;comp;4367399;4365534
all3616;Chr;comp;4367841;4367527
all3617;Chr;comp;4368318;4368001
alr3618;Chr;direct;4368583;4370913
alr3619;Chr;direct;4370939;4371931
alr3620;Chr;direct;4371939;4373393
asr3621;Chr;direct;4373436;4373660
alr3622;Chr;direct;4373644;4374066
alr3623;Chr;direct;4374063;4374503
all3624;Chr;comp;4375383;4374490
alr3625;Chr;direct;4375688;4376749
all3626;Chr;comp;4377161;4376790
alr3627;Chr;direct;4377421;4378410
all3628;Chr;comp;4378920;4378414
all3629;Chr;comp;4379747;4378917
all3630;Chr;comp;4381364;4379751
all3631;Chr;comp;4382796;4381849
all3632;Chr;comp;4384244;4382796
all3633;Chr;comp;4385494;4384454
all3634;Chr;comp;4386722;4385664
all3635;Chr;comp;4388291;4387089
alr3636;Chr;direct;4388850;4389812
asl3637;Chr;comp;4390105;4389902
alr3638;Chr;direct;4390136;4391305
alr3639;Chr;direct;4391426;4392199
alr3640;Chr;direct;4392196;4392735
alr3641;Chr;direct;4392739;4393260
all3642;Chr;comp;4395350;4393464
all3643;Chr;comp;4396188;4395685
alr3644;Chr;direct;4396589;4398409
alr3645;Chr;direct;4398743;4399087
alr3646;Chr;direct;4399520;4400122
alr3647;Chr;direct;4400164;4401468
alr3648;Chr;direct;4401511;4402677
